DISTRICT,UNIT,YEAR,no.of.VEHICLES,ACCIDENT_classification,ACCIDENT_SPOT,AccidentLocation,AccidentSubLocation,HitAndRun,Severity,CollisionType,RoadCharacter,RoadType,SurfaceType,SurfaceCondition,Weather,LaneType,RoadMark
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Other,City/Town,Residential area,No,Damage Only,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,T Junction,City/Town,Near Petrol Pump,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Other,City/Town,Open area,Yes,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Other,City/Town,Residential area,No,Fatal,Skidding or Self accident,Not Applicable,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Other,City/Town,Near a recreation place/cinema,Yes,Grievous Injury,Hit and Run,Not Applicable,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Circle,City/Town,Near School or College,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Other,City/Town,Open area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Circle,City/Town,Near office complex,No,Grievous Injury,Hit bicyclist,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Cross roads,City/Town,Open area,No,Damage Only,Others,Others,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Circle,City/Town,Near a religious place,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Circle,City/Town,Near Petrol Pump,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Others,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Other,City/Town,Near a religious place,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Circle,City/Town,Near Hospital,No,Grievous Injury,Others,Others,Others,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Other,City/Town,Open area,Yes,Grievous Injury,Hit and Run,Not Applicable,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Circle,City/Town,Near Hospital,Yes,Grievous Injury,Hit pedestrian,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Circle,City/Town,Residential area,Yes,Damage Only,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Other,City/Town,Near Hospital,No,Grievous Injury,Others,Curve,Others,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Other,Not Applicable,In bazaar,Yes,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Cross roads,City/Town,Near Hospital,Yes,Fatal,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Other,City/Town,Near Hospital,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Other,Not Applicable,Near School or College,No,Grievous Injury,Hit pedestrian,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Other,City/Town,Near Hospital,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,Centre Broken Line
Bagalkot,Bagalkot Traffic PS,2016,3,Road Accidents,Other,City/Town,Near Hospital,No,Damage Only,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,T Junction,City/Town,At pedestrian Crossing,No,Grievous Injury,Hit pedestrian,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Other,City/Town,Open area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Other,City/Town,Open area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Circle,City/Town,Near a factory industrial area,Yes,Fatal,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Circle,City/Town,Near School or College,No,Fatal,Others,Others,Others,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Other,City/Town,Narrow bridge or culverts,No,Grievous Injury,Others,Not Applicable,NH,Bitumen(Tar),Not Applicable,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Other,City/Town,Near Hospital,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Other,City/Town,Near Hospital,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Other,City/Town,Near a factory industrial area,No,Grievous Injury,Hit pedestrian,Not Applicable,Others,Kutcha,Dry,Clear,Others,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Cross roads,City/Town,Residential area,Yes,Simple Injury,Hit and Run,Incline,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Cross roads,City/Town,Residential area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Other,City/Town,Open area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Others,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Other,City/Town,Near Petrol Pump,No,Grievous Injury,Others,Others,City or Town Road,Kutcha,Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Bridge,City/Town,Narrow bridge or culverts,No,Fatal,Hit fixed object,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,3,Road Accidents,Cross roads,City/Town,Near School or College,Yes,Simple Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Other,City/Town,Near a factory industrial area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Other,City/Town,Residential area,Yes,Grievous Injury,Hit and Run,Not Applicable,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,T Junction,City/Town,Open area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Other,City/Town,Near a factory industrial area,Yes,Grievous Injury,Others,Others,Others,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Other,City/Town,Residential area,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Other,City/Town,Residential area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Other,City/Town,Residential area,No,Grievous Injury,Others,Others,NH,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Other,City/Town,Near Hospital,Yes,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Very Cold,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Other,City/Town,Near Petrol Pump,Yes,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Other,City/Town,Near School or College,Yes,Fatal,Others,Others,Others,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Other,City/Town,Near Petrol Pump,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Other,City/Town,Open area,No,Simple Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Circle,City/Town,In bazaar,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Other,City/Town,Open area,Not Applicable,Grievous Injury,Others,Others,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Other,City/Town,Near Petrol Pump,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Cross roads,City/Town,In bazaar,Yes,Fatal,Hit and Run,Not Applicable,State Highway,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Circle,City/Town,In bazaar,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Circle,City/Town,Near a religious place,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Other,City/Town,Near a religious place,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Other,City/Town,Open area,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,1,Road Accidents,Other,City/Town,Open area,No,Grievous Injury,Skidding or Self accident,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,4,Road Accidents,Other,City/Town,Residential area,No,Grievous Injury,Hit fixed object,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2016,2,Road Accidents,Other,City/Town,In bazaar,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,Other,City/Town,Residential area,Yes,Grievous Injury,Others,Others,Others,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,Open area,No,Grievous Injury,Others,Not Applicable,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,Near a factory industrial area,No,Grievous Injury,Others,Others,Others,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,T Junction,City/Town,Open area,No,Fatal,Others,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,Other,City/Town,Residential area,No,Fatal,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,Residential area,Yes,Fatal,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,Residential area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Very Cold,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,Other,City/Town,Near office complex,No,Grievous Injury,Hit pedestrian,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,T Junction,City/Town,Residential area,No,Fatal,Others,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Circle,City/Town,Residential area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,Other,City/Town,Residential area,No,Fatal,Hit pedestrian,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,Centre White Line
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Cross roads,City/Town,Open area,Yes,Fatal,Hit and Run,Others,City or Town Road,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Circle,City/Town,Residential area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,T Junction,City/Town,Open area,No,Grievous Injury,Hit pedestrian,Others,City or Town Road,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,Other,City/Town,Residential area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,Circle,City/Town,In bazaar,Yes,Grievous Injury,Hit and Run,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,Residential area,Yes,Fatal,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Y Junction,City/Town,Near office complex,No,Simple Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,Residential area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,Near Hospital,Yes,Fatal,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,T Junction,City/Town,Near School or College,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Circle,City/Town,Near Bus stop,No,Grievous Injury,Others,Others,Others,Bitumen(Tar),Dry,Very Cold,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,Near Bus stop,No,Damage Only,Others,Others,Others,Bitumen(Tar),Not Applicable,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,Other,City/Town,Residential area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,Others,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,Near Petrol Pump,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Circle,City/Town,Near a religious place,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,Near School or College,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,Circle,City/Town,Near Petrol Pump,No,Grievous Injury,Others,Others,NH,Bitumen(Tar),Dry,Very Cold,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,Other,City/Town,In bazaar,Yes,Damage Only,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,Other,City/Town,Near Petrol Pump,Yes,Grievous Injury,Others,Others,Others,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,Other,City/Town,Residential area,Yes,Damage Only,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,T Junction,City/Town,Near School or College,Yes,Grievous Injury,Hit and Run,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,Other,City/Town,Open area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,Near Petrol Pump,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,T Junction,City/Town,Open area,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Circle,City/Town,Near office complex,No,Simple Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,T Junction,City/Town,Residential area,No,Grievous Injury,Hit fixed object,Others,City or Town Road,Bitumen(Tar),Dry,Others,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,Residential area,No,Grievous Injury,Others,Others,Others,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Rail Road Accidents,Culvert,City/Town,Near a religious place,Yes,Grievous Injury,Hit and Run,Not Applicable,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,T Junction,City/Town,Residential area,No,Fatal,Others,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,Curves,City/Town,Near office complex,No,Grievous Injury,Hit fixed object,Curve,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,Open area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,Other,City/Town,Near Hospital,No,Fatal,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,Residential area,No,Fatal,Others,Others,Others,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,In bazaar,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Others,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,Near School or College,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,Road hump or Rumble strips,City/Town,Residential area,No,Fatal,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,Near Hospital,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,Bridge,City/Town,Open area,No,Fatal,Others,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,Other,City/Town,Open area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,Near Bus stop,No,Damage Only,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,Other,City/Town,Residential area,No,Grievous Injury,Skidding or Self accident,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,Other,City/Town,Residential area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Circle,City/Town,Residential area,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,Other,City/Town,Near office complex,Yes,Grievous Injury,Hit and Run,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,Near Bus stop,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,Residential area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Cloudy,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Bridge,City/Town,Narrow bridge or culverts,No,Simple Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,Other,City/Town,Residential area,No,Fatal,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Circle,City/Town,Residential area,Yes,Grievous Injury,Others,Curve,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Circle,City/Town,Near Bus stop,No,Damage Only,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Road hump or Rumble strips,City/Town,Near office complex,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,Open area,Yes,Damage Only,Hit and Run,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,In bazaar,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,Near Petrol Pump,Yes,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,T Junction,City/Town,Near School or College,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Other,City/Town,Near School or College,Yes,Grievous Injury,Hit and Run,Others,One way,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,2,Road Accidents,Cross roads,City/Town,Open area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2017,1,Road Accidents,Other,City/Town,Near School or College,Yes,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Other,City/Town,Open area,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,In bazaar,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,Near a factory industrial area,No,Damage Only,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,In bazaar,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Other,City/Town,Residential area,Yes,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Other,City/Town,Near a factory industrial area,No,Fatal,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,In bazaar,Yes,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,Open area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Others,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Circle,City/Town,Residential area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Other,City/Town,Open area,No,Grievous Injury,Others,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,1,Road Accidents,Other,City/Town,Near office complex,No,Grievous Injury,Others,Others,NH,Bitumen(Tar),Dry,Clear,NULL,NULL
Bagalkot,Bagalkot Traffic PS,2018,2,Road Accidents,Other,City/Town,Residential area,Yes,Grievous Injury,Hit and Run,Others,City or Town Road,Bitumen(Tar),Dry,Fine,NULL,NULL
